timestamp, x1, x2, x3, closestValue, bestX, usedXrad,timestampsec
1.64873423521962E+018,0.4678385162,1.0590590668,0.2513735962,0.2513735962,0.2513735962,0.642621427455113,6.027729152
1.64873423539149E+018,0.3433644104,0.4819783783,0.3043235016,0.3043235016,0.3043235016,0.607818387842457,6.199592192
1.64873423556324E+018,0.4862247467,1.0613910675,0.2454709625,0.2454709625,0.2454709625,0.646393397055381,6.37134592
1.6487342357357E+018,0.2534319305,0.4843817139,1.0610849762,0.2534319305,0.2534319305,0.641301052605882,6.543804672
1.64873423590723E+018,0.2480636597,0.490966568,1.0577516937,0.2480636597,0.2480636597,0.644739215202301,6.71533568
1.6487342360794E+018,0.2501647949,0.4890262604,1.0569203186,0.2501647949,0.2501647949,0.643395631714275,6.887510272
1.64873423625178E+018,0.2498327637,0.4926773071,1.0583288574,0.2498327637,0.2498327637,0.643608131433802,7.059882496
1.6487342364245E+018,0.2509105682,0.4881974792,1.0593353271,0.2509105682,0.2509105682,0.642918090389865,7.232603136
1.64873423659816E+018,0.2484683228,0.4925994873,1.0585999298,0.2484683228,0.2484683228,0.644480661715491,7.406268928
1.64873423677138E+018,0.250591507,0.487868042,1.0558905029,0.250591507,0.250591507,0.643122436817559,7.579485952
1.64873423690961E+018,0.4924192047,0.2500662231,1.0618424225,0.2500662231,0.2500662231,0.643458724662042,7.717720832
1.64873423708068E+018,0.2519507599,0.4859277344,1.0602133942,0.2519507599,0.2519507599,0.642251452973518,7.888785664
1.64873423725229E+018,0.2500221252,0.4870548248,1.0591744995,0.2500221252,0.2500221252,0.643486948514902,8.06039296
1.64873423742474E+018,0.247904129,0.4924905396,1.0581732178,0.247904129,0.247904129,0.644841117357584,8.232846592
1.64873423759742E+018,0.4919094849,0.2467446136,1.0617788696,0.2467446136,0.2467446136,0.645581302603488,8.405531392
1.64873423776915E+018,0.4930197144,0.2492815399,1.0590435028,0.2492815399,0.2492815399,0.643960764707572,8.577259008
1.64873423794071E+018,1.0612821198,0.7359005737,0.2494268036,0.2494268036,0.2494268036,0.64386785356878,8.748820224
1.64873423811295E+018,1.0610823822,0.725611496,0.2462556458,0.2462556458,0.2462556458,0.645893191643901,8.92105216
1.64873423828536E+018,1.0579073334,0.7272418213,0.5438269806,0.5438269806,0.5438269806,0.42797553803393,9.0934656
1.64873423845719E+018,0.4929496765,1.0607814789,0.2457264709,0.2457264709,0.2457264709,0.646230561714984,9.265300224
1.64873423862924E+018,0.4941208649,0.2454904175,0.9782678223,0.2454904175,0.2454904175,0.646380999803375,9.437343488
1.64873423880112E+018,0.4822935486,1.0584287262,0.7267515564,0.4822935486,0.4822935486,0.477712222332207,9.6092288
1.64873423897427E+018,0.4849990845,1.059420929,0.724280777,0.4849990845,0.4849990845,0.475576196303822,9.782372352
1.64873423914645E+018,0.4949159241,0.978398819,0.2461116791,0.2461116791,0.2461116791,0.64598499314455,9.954553856
1.64873423931879E+018,0.4928887177,1.0618904114,0.2454190826,0.2454190826,0.2454190826,0.646426455196494,10.126893824
1.64873423949192E+018,0.49096138,0.9785207367,0.2458107758,0.2458107758,0.2458107758,0.646176825477862,10.300022528
1.64873423963129E+018,0.4912609863,0.9783430481,0.2457433319,0.2457433319,0.2457433319,0.646219814803275,10.439394816
1.64873423980406E+018,0.4848953247,1.0575091553,1.2839868927,0.4848953247,0.4848953247,0.475658201749781,10.612169984
1.64873423997592E+018,0.4837695313,1.0581044769,0.2489521027,0.2489521027,0.2489521027,0.644171425801613,10.784023808
1.64873424014831E+018,0.4853505707,1.0608787537,0.2475915527,0.2475915527,0.2475915527,0.645040733956432,10.956417024
1.64873424031932E+018,0.4875450897,1.0604689026,0.2466538239,0.2466538239,0.2466538239,0.645639224068975,11.127427328
1.64873424049089E+018,0.487432251,1.0608800507,0.2466188049,0.2466188049,0.2466188049,0.645661563928714,11.299000064
1.64873424066269E+018,0.4910599518,1.0601303864,0.7321613312,0.4910599518,0.4910599518,0.470774042223198,11.470801152
1.648734240834E+018,0.4902960205,1.0610771942,0.2466603088,0.2466603088,0.2466603088,0.645635087039187,11.642104064
1.64873424100549E+018,0.4928420258,0.2475396729,1.0610810852,0.2475396729,0.2475396729,0.64507385948804,11.813599744
1.64873424117741E+018,0.4906397247,0.2469638062,1.0604092407,0.2469638062,0.2469638062,0.645441442596538,11.985516544
1.64873424134965E+018,0.4890781403,0.2464450073,1.0606803131,0.2464450073,0.2464450073,0.645772424443733,12.15776
1.64873424152257E+018,0.4988276672,0.2405294037,0.9790732574,0.2405294037,0.2405294037,0.649534788450845,12.330673408
1.64873424169593E+018,0.4988510132,0.7462648773,0.9787230682,0.4988510132,0.4988510132,0.464566375921741,12.504034048
1.64873424186847E+018,0.2418679047,0.4965475464,0.9822781372,0.2418679047,0.2418679047,0.648685366895675,12.67657984
1.64873424204143E+018,0.241708374,0.4912285614,0.9791043854,0.241708374,0.241708374,0.648786663610827,12.84954112
1.64873424218099E+018,0.2413231659,0.4942570496,0.9824986267,0.2413231659,0.2413231659,0.649031193865658,12.989097728
1.64873424235327E+018,0.2400106049,0.4985786438,0.981907196,0.2400106049,0.2400106049,0.649863727204684,13.161374208
1.64873424252574E+018,0.2393543243,0.4977822876,0.982376709,0.2393543243,0.2393543243,0.650279599315964,13.333845248
1.6487342426967E+018,0.2388575745,0.4986499786,0.9813819122,0.2388575745,0.2388575745,0.650594205056266,13.504807424
1.64873424286841E+018,0.2396850586,0.4975410461,0.9827126312,0.2396850586,0.2396850586,0.650070052365649,13.676521728
1.64873424304031E+018,0.2401351166,0.4963685608,0.9824662018,0.2401351166,0.2401351166,0.649784796904844,13.84841216
1.64873424321354E+018,0.2398355103,0.4990792847,0.9826387024,0.2398355103,0.2398355103,0.649974706933464,14.021650688
1.64873424338597E+018,0.2411558533,0.4994048309,0.9815077209,0.2411558533,0.2411558533,0.649137375717448,14.194076672
1.64873424355773E+018,0.2414528656,0.4975034332,0.9834584045,0.2414528656,0.2414528656,0.648948870573436,14.365836288
1.64873424372964E+018,0.2408030701,0.499371109,0.983241806,0.2408030701,0.2408030701,0.649361206994241,14.537743872
1.64873424390285E+018,0.2408990479,0.499822464,0.9831211853,0.2408990479,0.2408990479,0.649300319240116,14.710954752
1.64873424407611E+018,0.2411830902,0.4984619141,0.9821730804,0.2411830902,0.2411830902,0.649120091487759,14.884212224
1.64873424424867E+018,0.2404528809,0.5003633118,0.981496048,0.2404528809,0.2404528809,0.649583317239389,15.056776192
1.64873424442121E+018,0.2402466583,0.5021570587,0.9816452026,0.2402466583,0.2402466583,0.649714080490196,15.22931712
1.64873424456094E+018,0.2412401581,0.4984476471,0.9831613922,0.2412401581,0.2412401581,0.649083875371553,15.369051392
1.64873424473238E+018,0.2418782806,0.4960443115,0.9838436127,0.2418782806,0.2418782806,0.648678778003609,15.540487424
1.6487342449043E+018,0.2410378265,0.5003879547,0.9818306732,0.2410378265,0.2410378265,0.649212268955084,15.712411648
1.64873424507546E+018,0.2402336884,0.5040584564,0.9820615387,0.2402336884,0.2402336884,0.649722303678273,15.88356864
1.64873424524752E+018,0.2404295349,0.5041025543,0.9812094116,0.2404295349,0.2404295349,0.649598121959024,16.055626752
1.64873424541902E+018,0.2405540466,0.5020001221,0.9816205597,0.2405540466,0.2405540466,0.649519159796944,16.227131392
1.64873424559099E+018,0.2404814148,0.5018820953,0.9815686798,0.2404814148,0.2404814148,0.649565222193303,16.39909376
1.64873424576291E+018,0.2410196686,0.5014527893,0.9812625885,0.2410196686,0.2410196686,0.649223790192103,16.5710208
1.64873424593449E+018,0.241297226,0.5008146667,0.9820913696,0.241297226,0.241297226,0.649047657264849,16.742592512
1.64873424610699E+018,0.2407628632,0.5005799103,0.9805064392,0.2407628632,0.2407628632,0.649386712343201,16.915100672
1.64873424627917E+018,0.2407304382,0.5022050476,0.9813676453,0.2407304382,0.2407304382,0.649407280504666,17.087276032
1.64873424645102E+018,0.2415047455,0.4994346619,0.9813598633,0.2415047455,0.2415047455,0.648915938364707,17.259127296
1.64873424662464E+018,0.241288147,0.4987252045,0.9816581726,0.241288147,0.241288147,0.649053419379615,17.432744448
1.64873424679822E+018,0.2406850433,0.4989015961,0.9812755585,0.2406850433,0.2406850433,0.649436074788064,17.60633088
1.64873424697248E+018,0.2410157776,0.4996266174,0.9818164063,0.2410157776,0.2410157776,0.64922625901599,17.780587008
1.64873424711108E+018,0.240818634,0.4998873138,0.9807814026,0.240818634,0.240818634,0.649351333729625,17.91918336
1.64873424728248E+018,0.2406033325,0.499355545,0.9800823212,0.2406033325,0.2406033325,0.649487901312695,18.090586112
1.64873424745428E+018,0.2411817932,0.5007770538,0.9811354828,0.2411817932,0.2411817932,0.649120914559619,18.262386944
1.64873424762593E+018,0.2412323761,0.5003684998,0.9809526062,0.2412323761,0.2412323761,0.649088814058716,18.43404032
1.64873424779731E+018,0.2410209656,0.5010299683,0.9804779053,0.2410209656,0.2410209656,0.649222967248752,18.605421568
1.64873424796861E+018,0.2409470367,0.499835434,0.9809941101,0.2409470367,0.2409470367,0.649269873315652,18.776718848
1.64873424814046E+018,0.239937973,0.5000883484,0.981026535,0.239937973,0.239937973,0.64990976555456,18.948564224
1.64873424831255E+018,0.495827713,0.241257019,0.9838799286,0.241257019,0.241257019,0.649073174819189,19.12065536
1.64873424848483E+018,0.4855386353,0.2463153076,1.0608800507,0.2463153076,0.2463153076,0.645855144103215,19.292938752
1.64873424865651E+018,0.4994165039,0.2413114929,0.9780162048,0.2413114929,0.2413114929,0.64903860247475,19.464615424
1.64873424882867E+018,0.4976642609,0.240819931,0.9802716827,0.240819931,0.240819931,0.649350510945606,19.636773888
1.64873424900067E+018,0.4915346527,1.0606699371,0.247046814,0.247046814,0.247046814,0.645388470199039,19.808772864
1.64873424917311E+018,0.4986123657,0.4986123657,1.6120908356,0.4986123657,0.4986123657,0.464757100158109,19.981220352
1.64873424934702E+018,0.2520674896,0.3043235016,1.5987966156,0.2520674896,0.2520674896,0.642176601788913,20.15512576
1.64873424952051E+018,0.5105084229,1.6015955353,1.5531410217,0.5105084229,0.5105084229,0.455205585450122,20.328614144
1.64873424965958E+018,0.2530661774,0.4808538818,1.6120869446,0.2530661774,0.2530661774,0.641535865406876,20.467682816
1.64873424983128E+018,0.4940028381,0.2447887421,0.7235816956,0.2447887421,0.2447887421,0.64682797969702,20.639386368
1.64873425000334E+018,0.4885372925,0.3406640625,0.7288358307,0.3406640625,0.3406640625,0.582910297848307,20.811442432
1.6487342501749E+018,0.4884633636,0.242600708,0.7233028412,0.242600708,0.242600708,0.648219861120374,20.983003648
1.64873425034578E+018,0.4931260681,0.2427317047,0.807052536,0.2427317047,0.2427317047,0.648136612207079,21.153887744
1.64873425051792E+018,0.496729126,0.2431208038,0.7276892853,0.2431208038,0.2431208038,0.647889276310508,21.326024192
1.64873425069018E+018,0.512673111,0.2477951813,0.9900653076,0.2477951813,0.2477951813,0.644910700037996,21.498284288
1.64873425086159E+018,0.5260957336,0.5353031158,0.8751967621,0.5260957336,0.5260957336,0.442553936567248,21.669695744
1.64873425103285E+018,0.5184927368,0.9994296265,0.565772171,0.5184927368,0.5184927368,0.448744273502256,21.840961024
1.64873425120334E+018,0.5173902893,0.5638201904,0.5638201904,0.5173902893,0.5173902893,0.449638841032943,22.01144832
1.6487342513744E+018,0.560043335,0.6324352264,1.0010379028,0.560043335,0.560043335,0.414470567872105,22.182502144
1.64873425154704E+018,0.5287882996,0.9962078857,0.8244517517,0.5287882996,0.5287882996,0.440352889134282,22.355149568
1.64873425171907E+018,0.5133293915,0.5353031158,1.2089452362,0.5133293915,0.5133293915,0.452927346471407,22.527177728
1.64873425189076E+018,0.4563990021,1.2746640778,1.0042350006,0.4563990021,0.4563990021,0.497917078396821,22.698870272
1.64873425206398E+018,0.5372641754,0.3663562775,1.1385961151,0.3663562775,0.3663562775,0.564790893317037,22.872084992
1.64873425223519E+018,0.5354172516,0.3524602509,1.2049699402,0.3524602509,0.3524602509,0.574643749697875,23.043298816
1.64873425240755E+018,0.5185913086,0.348430481,0.5353031158,0.348430481,0.348430481,0.577477781958389,23.2156544
1.64873425257971E+018,0.5243992615,0.5243992615,1.0643313599,0.5243992615,0.5243992615,0.443938370989989,23.38781184
1.64873425275224E+018,0.4522019196,1.1986029816,0.5353031158,0.4522019196,0.4522019196,0.501151105951288,23.560348672
1.64873425289123E+018,0.4521357727,0.4521357727,1.2144704437,0.4521357727,0.4521357727,0.501201983525853,23.699332352
1.64873425306265E+018,0.4529191589,0.8117463684,1.1482029724,0.4529191589,0.4529191589,0.500599251802623,23.870759168
1.64873425323407E+018,0.4516221619,1.1961477661,2.130766449,0.4516221619,0.4516221619,0.501596936092615,24.042173184
1.6487342534056E+018,0.4536558533,1.1422769928,1.1422769928,0.4536558533,0.4536558533,0.500032081513549,24.213709568
1.64873425357695E+018,0.4528374481,1.0748292542,0.8235542297,0.4528374481,0.4528374481,0.500662138087,24.385053184
1.64873425374855E+018,0.4517479706,1.0797111511,0.8864105988,0.4517479706,0.4517479706,0.501500208478782,24.556659968
1.64873425391996E+018,0.4510424042,1.129771347,1.129771347,0.4510424042,0.4510424042,0.502042548344388,24.728067328
1.6487342540925E+018,0.4438557434,0.4438557434,1.1785578918,0.4438557434,0.4438557434,0.507548248420355,24.900607232
1.64873425426437E+018,0.2409677887,0.4920780945,0.9778696442,0.2409677887,0.2409677887,0.649256707019752,25.0724736
1.64873425443606E+018,0.2409651947,0.3118538666,0.410407486,0.2409651947,0.2409651947,0.649258352821131,25.244163328
1.64873425460834E+018,0.2408938599,0.3133609772,0.4101934814,0.2408938599,0.2408938599,0.649303610620835,25.416449024
1.64873425478067E+018,0.2409742737,0.3134738159,0.4102440643,0.2409742737,0.2409742737,0.649252592498314,25.588778752
1.64873425495336E+018,0.2409794617,0.3133480072,0.4106150055,0.2409794617,0.2409794617,0.64924930086266,25.761467648
1.64873425512645E+018,0.2409690857,0.313418045,0.4105657196,0.2409690857,0.2409690857,0.64925588411752,25.93455616
1.64873425529946E+018,0.2409950256,0.3134984589,0.4104528809,0.2409950256,0.2409950256,0.64923942592046,26.107569408
1.64873425547193E+018,0.2410028076,0.313420639,0.4104891968,0.2410028076,0.2410028076,0.649234488362124,26.280032256
1.64873425561116E+018,0.2409937286,0.313447876,0.4104866028,0.2409937286,0.2409937286,0.649240248843251,26.419268352
1.64873425578344E+018,0.2409846497,0.3134647369,0.4103633881,0.2409846497,0.2409846497,0.649246009210559,26.591548928
1.64873425595513E+018,0.2409846497,0.3134050751,0.4105268097,0.2409846497,0.2409846497,0.649246009210559,26.7632384
1.64873425612661E+018,0.2409924316,0.31345047,0.4104801178,0.2409924316,0.2409924316,0.649241071765014,26.934718976
1.64873425629847E+018,0.2409898376,0.313433609,0.4104554749,0.2409898376,0.2409898376,0.649242717605457,27.106578688
1.64873425647009E+018,0.2409846497,0.313449173,0.4104840088,0.2409846497,0.2409846497,0.649246009210559,27.278196736
1.64873425664248E+018,0.2409807587,0.3134115601,0.410407486,0.2409807587,0.2409807587,0.649248477951177,27.450582528
1.64873425681441E+018,0.2410041046,0.313434906,0.4105255127,0.2410041046,0.2410041046,0.649233665432136,27.622518784
1.64873425698603E+018,0.2409833527,0.313420639,0.410391922,0.2409833527,0.2409833527,0.649246832125126,27.794133248
1.64873425715853E+018,0.2409911346,0.3133959961,0.4104360199,0.2409911346,0.2409911346,0.64924189468575,27.966632448
1.64873425732991E+018,0.2409963226,0.3134777069,0.4104645538,0.2409963226,0.2409963226,0.64923860299664,28.138020864
1.6487342575018E+018,0.2409781647,0.3133921051,0.4105605316,0.2409781647,0.2409781647,0.649250123773116,28.309902336
1.64873425767446E+018,0.2409989166,0.31345047,0.4104762268,0.2409989166,0.2409989166,0.649236957145918,28.482563072
1.64873425784653E+018,0.2409911346,0.313442688,0.4104399109,0.2409911346,0.2409911346,0.64924189468575,28.65463296
1.64873425801921E+018,0.2409833527,0.313431015,0.4104295349,0.2409833527,0.2409833527,0.649246832125126,28.82731264
1.64873425819283E+018,0.2409820557,0.3134115601,0.4104801178,0.2409820557,0.2409820557,0.649247655038665,29.000941568
1.64873425833123E+018,0.2409911346,0.3133674622,0.4104749298,0.2409911346,0.2409911346,0.64924189468575,29.139336448
1.64873425850247E+018,0.2409989166,0.3133713531,0.4104840088,0.2409989166,0.2409989166,0.649236957145918,29.310572288
1.64873425867426E+018,0.2409872437,0.3133518982,0.4104930878,0.2409872437,0.2409872437,0.64924436337834,29.482365952
1.64873425884623E+018,0.2409963226,0.3133648682,0.4104438019,0.2409963226,0.2409963226,0.64923860299664,29.654336768
1.64873425901798E+018,0.2409950256,0.3133921051,0.4104801178,0.2409950256,0.2409950256,0.64923942592046,29.826088192
1.64873425919083E+018,0.2409742737,0.3133039093,0.4104684448,0.2409742737,0.2409742737,0.649252592498314,29.998931968
1.64873425936202E+018,0.2409859467,0.3133506012,0.4104567719,0.2409859467,0.2409859467,0.649245186294963,30.170129664
1.6487342595335E+018,0.2409716797,0.3133882141,0.4104619598,0.2409716797,0.2409716797,0.649254238309973,30.341610752
1.64873425970527E+018,0.2409924316,0.3133882141,0.4104386139,0.2409924316,0.2409924316,0.649241071765014,30.513375488
1.64873425987721E+018,0.2409820557,0.3133467102,0.4104762268,0.2409820557,0.2409820557,0.649247655038665,30.68531456
1.64873426004959E+018,0.2409885406,0.3133570862,0.4104969788,0.2409885406,0.2409885406,0.649243540524136,30.85769728
1.64873426022162E+018,0.2409781647,0.3133895111,0.4104554749,0.2409781647,0.2409781647,0.649250123773116,31.029729792
1.64873426039519E+018,0.2410041046,0.3134076691,0.41038414,0.2410041046,0.2410041046,0.649233665432136,31.203296256
1.64873426057016E+018,0.2409755707,0.3133622742,0.4104995728,0.2409755707,0.2409755707,0.649251769590943,31.378267648
1.64873426070873E+018,0.2409898376,0.3133531952,0.4104386139,0.2409898376,0.2409898376,0.649242717605457,31.516838144
1.64873426088012E+018,0.2409859467,0.3134089661,0.4104165649,0.2409859467,0.2409859467,0.649245186294963,31.688229632
1.64873426105192E+018,0.2409885406,0.3133882141,0.4104567719,0.2409885406,0.2409885406,0.649243540524136,31.860022784
1.64873426122345E+018,0.2409924316,0.3133544922,0.4104982758,0.2409924316,0.2409924316,0.649241071765014,32.031556608
1.6487342613965E+018,0.2409924316,0.3133467102,0.4104606628,0.2409924316,0.2409924316,0.649241071765014,32.204609792
1.64873426156822E+018,0.2409872437,0.3133544922,0.4105540466,0.2409872437,0.2409872437,0.64924436337834,32.376323328
1.64873426173977E+018,0.2409794617,0.3133843231,0.4104567719,0.2409794617,0.2409794617,0.64924930086266,32.54787584
1.64873426191188E+018,0.2409781647,0.3133493042,0.410386734,0.2409781647,0.2409781647,0.649250123773116,32.71998208
1.64873426208398E+018,0.2409755707,0.3133272552,0.4104308319,0.2409755707,0.2409755707,0.649251769590943,32.892083968
1.64873426225547E+018,0.2409807587,0.3133065033,0.4104334259,0.2409807587,0.2409807587,0.649248477951177,33.063578624
1.64873426242718E+018,0.2409742737,0.3133233643,0.4104723358,0.2409742737,0.2409742737,0.649252592498314,33.235287808
1.64873426259875E+018,0.2409885406,0.3133985901,0.4104645538,0.2409885406,0.2409885406,0.649243540524136,33.406856704
1.64873426277115E+018,0.2409794617,0.3133830261,0.4104386139,0.2409794617,0.2409794617,0.64924930086266,33.579255552
1.64873426294359E+018,0.2409470367,0.3139212799,0.4102440643,0.2409470367,0.2409470367,0.649269873315652,33.75169792
1.64873426311647E+018,0.2409872437,0.3124816132,0.4104204559,0.2409872437,0.2409872437,0.64924436337834,33.924574208
1.64873426328961E+018,0.2408782959,0.3148473358,0.4091519928,0.2408782959,0.2408782959,0.649313484664312,34.097713664
1.64873426346237E+018,0.2410300446,0.3116165161,0.4104360199,0.2410300446,0.2410300446,0.649217206616507,34.270481664
1.64873426360134E+018,0.2409703827,0.3139744568,0.4102362823,0.2409703827,0.2409703827,0.649255061214261,34.40944896
1.64873426377427E+018,0.2409197998,0.3144102478,0.4097291565,0.2409197998,0.2409197998,0.64928715361621,34.582378496
1.64873426394626E+018,0.2389107513,0.5004216766,0.7294181824,0.2389107513,0.2389107513,0.650560533878955,34.754362368
1.64873426411809E+018,0.2504799652,0.3043247986,0.9778022003,0.2504799652,0.2504799652,0.643193860290028,34.926196224
1.64873426429037E+018,0.2541647339,0.4835555267,0.989009552,0.2541647339,0.2541647339,0.640830346387696,35.098476032
1.64873426446011E+018,0.3446821594,0.4808966827,0.9826802063,0.3446821594,0.3446821594,0.580104517794575,35.26821632
1.64873426463145E+018,0.3552085876,0.4894400024,0.9853325653,0.3552085876,0.3552085876,0.572704928650432,35.439560192
1.64873426480348E+018,0.3547831726,0.4770030975,1.3458056641,0.3547831726,0.3547831726,0.573005356541263,35.611584
1.64873426497505E+018,0.3555341339,0.3043235016,0.9800122833,0.3043235016,0.3043235016,0.607818387842457,35.783152128
1.64873426514818E+018,0.3543551636,0.9835997772,0.4949172211,0.3543551636,0.3543551636,0.573307498821352,35.956288512
1.6487342653192E+018,0.3592007446,0.9866645813,0.73665802,0.3592007446,0.3592007446,0.5698799940103,36.127303168
1.6487342654912E+018,0.35992836,0.9902507782,0.734466095,0.35992836,0.35992836,0.569364012376061,36.299306496
1.64873426566261E+018,0.3738671875,0.3043235016,1.3108917999,0.3043235016,0.3043235016,0.607818387842457,36.470717952
1.64873426583478E+018,0.3757984161,0.3043235016,0.4016436768,0.3043235016,0.3043235016,0.607818387842457,36.642884864
1.64873426601058E+018,0.3783963013,0.4860314941,0.7336048889,0.3783963013,0.3783963013,0.556153302471941,36.818684928
1.64873426618301E+018,0.3782575226,0.4886306763,1.0582990265,0.3782575226,0.3782575226,0.556253396925103,36.99111424
1.64873426632145E+018,0.379848938,0.6182849884,0.7477616119,0.379848938,0.379848938,0.555104837263706,37.129556992
1.64873426649361E+018,0.3793781281,0.6161138153,0.746839447,0.3793781281,0.3793781281,0.555444801820513,37.301721088
1.64873426666593E+018,0.3790953827,0.4888356018,0.7467784882,0.3790953827,0.3790953827,0.555648898988198,37.474033664
1.64873426683761E+018,0.3797607422,0.6186377716,0.7478990936,0.3797607422,0.3797607422,0.55516853300433,37.645713152
1.64873426700881E+018,0.38074646,0.6170541382,0.7463426971,0.38074646,0.38074646,0.55445635320339,37.816915456
1.6487342671804E+018,0.3812808228,0.6113084412,0.741999054,0.3812808228,0.3812808228,0.554070013995273,37.988511488
1.6487342673521E+018,0.3811433411,1.6103139496,0.7297203827,0.3811433411,0.3811433411,0.554169429607667,38.160203008
1.64873426752363E+018,0.3812717438,1.6105188751,0.7325634003,0.3812717438,0.3812717438,0.554076579568752,38.331739392
1.64873426769516E+018,0.3812639618,0.5920713806,1.612804184,0.3812639618,0.3812639618,0.554082207160707,38.503265024
1.64873426786638E+018,0.3812886047,0.5936342621,0.7402857208,0.3812886047,0.3812886047,0.554064386390723,38.674489856
1.64873426803829E+018,0.3813534546,0.5927367401,0.7386035156,0.3813534546,0.3813534546,0.554017487631747,38.846397952
1.64873426821036E+018,0.3812756348,1.6099300385,0.7316684723,0.3812756348,0.3812756348,0.554073765758078,39.018468864
1.64873426838263E+018,0.3813080597,1.6096576691,0.7325504303,0.3813080597,0.3813080597,0.554050317027098,39.190740224
1.64873426855501E+018,0.3811148071,0.3043235016,1.6100610352,0.3043235016,0.3043235016,0.607818387842457,39.363119872
1.64873426872784E+018,0.3809358215,0.3043235016,0.9862871552,0.3043235016,0.3043235016,0.607818387842457,39.535943168
