rospy.get_time,x1,x2,x3,closestValue,bestX,msg.x,msg.y,msg.z,msg.range,msg.velocity,msg.bearing,msg.intensity
1648226234.7414987,0.9879499054,2.1010483551,2.595597229,0.9879499054,0.9879499054,0.9191930890083313,-0.8702269792556763,0.0,1.265784740447998,0.0,-43.43253707885742,30.0
1648226234.7760205,0.9886165619,2.0998719788,2.5953961945,0.9886165619,0.9886165619,0.9191930890083313,-0.8702269792556763,0.0,1.265784740447998,0.0,-43.43253707885742,30.0
1648226234.8751857,0.9880212402,2.1005425262,2.595599823,0.9880212402,0.9880212402,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,30.100000381469727
1648226234.910017,0.9879135895,2.0990963745,2.5956958008,0.9879135895,0.9879135895,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,30.100000381469727
1648226234.9754968,0.9883558655,2.0997889709,2.5956231689,0.9883558655,0.9883558655,0.9191930890083313,-0.8702269792556763,0.0,1.265784740447998,0.0,-43.43253707885742,31.600000381469727
1648226235.0084085,0.987663269,2.099779892,2.5958125305,0.987663269,0.987663269,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,23.200000762939453
1648226235.0752842,0.9880484772,2.0998979187,2.5956906128,0.9880484772,0.9880484772,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.0
1648226235.1084776,0.9878746796,2.0993998718,2.5960848999,0.9878746796,0.9878746796,0.9191930890083313,-0.8702269792556763,0.0,1.265784740447998,0.0,-43.43253707885742,32.599998474121094
1648226235.1755886,0.9879252625,2.0996177673,2.5960848999,0.9879252625,0.9879252625,1.0313801765441895,-0.0,0.0,1.0313801765441895,0.0,-0.0,32.29999923706055
1648226235.209095,0.9881535339,2.1005062103,2.5958280945,0.9881535339,0.9881535339,1.0313801765441895,-0.0,0.0,1.0313801765441895,0.0,-0.0,32.29999923706055
1648226235.276604,0.9878733826,2.0999627686,2.5958164215,0.9878733826,0.9878733826,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,31.700000762939453
1648226235.308775,0.9882300568,2.0995386505,2.5957411957,0.9882300568,0.9882300568,0.6468395590782166,0.6123819947242737,0.0,0.8907374143600464,0.13408948481082916,43.43254089355469,32.20000076293945
1648226235.3769023,0.9879213715,2.0992818451,2.5954856873,0.9879213715,0.9879213715,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.0
1648226235.4098606,0.9878409576,2.099328537,2.5957152557,0.9878409576,0.9878409576,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,32.599998474121094
1648226235.4751492,0.9877436829,2.1000341034,2.5957930756,0.9877436829,0.9877436829,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,23.600000381469727
1648226235.5085568,0.988121109,2.0991015625,2.5952509308,0.988121109,0.988121109,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,23.600000381469727
1648226235.5751054,0.98768013,2.0995464325,2.5963806152,0.98768013,0.98768013,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.400001525878906
1648226235.6102192,0.9879602814,2.0995269775,2.5960122681,0.9879602814,0.9879602814,0.9191930890083313,-0.8702269792556763,0.0,1.265784740447998,0.0,-43.43253707885742,33.400001525878906
1648226235.6770883,0.987661972,2.0994517517,2.5949785614,0.987661972,0.987661972,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.099998474121094
1648226235.7083502,0.9879421234,2.1007993317,2.5962171936,0.9879421234,0.9879421234,0.9191930890083313,-0.8702269792556763,0.0,1.265784740447998,0.0,-43.43253707885742,33.599998474121094
1648226235.7751517,0.9885322571,2.1006177521,2.5956698608,0.9885322571,0.9885322571,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.400001525878906
1648226235.8087626,0.988554306,2.1006060791,2.5960732269,0.988554306,0.988554306,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.400001525878906
1648226235.876033,0.9882495117,2.1001508331,2.5955181122,0.9882495117,0.9882495117,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,27.700000762939453
1648226235.9087322,0.9875841522,2.1000678253,2.5957852936,0.9875841522,0.9875841522,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.0
1648226235.9806154,0.9877709198,2.0990107727,2.5958047485,0.9877709198,0.9877709198,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.29999923706055
1648226236.011783,0.9876438141,2.1000989532,2.5954662323,0.9876438141,0.9876438141,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.29999923706055
1648226236.0753162,0.9880121613,2.100189743,2.5958475494,0.9880121613,0.9880121613,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.70000076293945
1648226236.108331,0.988104248,2.0986229706,2.595144577,0.988104248,0.988104248,0.03963707759976387,0.08497165888547897,0.0,0.09376183152198792,0.0,64.9921646118164,33.70000076293945
1648226236.17487,0.9870588684,2.0992403412,2.5948060608,0.9870588684,0.9870588684,0.9191930890083313,-0.8702269792556763,0.0,1.265784740447998,0.0,-43.43253707885742,32.900001525878906
