time,.x,.y,.z
1.448655,0.0244650952518,0.0146502861753,-0.0372108630836
1.448702,1.14303970337,0.41899818182,-0.0602262318134
1.44872,0.612770497799,-0.0380907431245,-1.05298995972
1.448747,1.63174188137,0.44536870718,0.559211730957
1.44901,1.66945922375,-0.111342176795,-0.611687362194
1.449028,2.33906126022,0,-0.152784213424
1.449044,1.07239055634,-0.101086974144,-0.0490565747023
1.449057,1.55065917969,-0.0512760020792,-0.534000754356
1.449969,0.0245043057948,0.0146502861753,-0.0371850542724
1.450073,2.31543827057,0.146502867341,-0.334415018559
1.450391,2.36691188812,-0.298865824938,-0.157916158438
1.45042,1.06826496124,-0.134782627225,-0.0573626309633
1.450435,1.45673072338,-0.149432912469,-0.629512131214
1.450459,1.96180999279,-0.188988685608,-0.423503249884
1.450475,1.17157959938,0.474669277668,-0.0655834898353
1.507926,0.0245043057948,0.0146502861753,-0.0371850542724
1.507989,1.01540255547,-0.161153152585,-0.0820500105619
1.5081,1.46215462685,-0.199243888259,-0.602566003799
1.509001,1.93141138554,-0.314981162548,-0.483949035406
1.509026,1.17310082912,0.474669277668,-0.0270999111235
1.50931,0.0245043057948,0.0146502861753,-0.0371850542724
1.509356,1.71110796928,0.389697611332,0.306427806616
1.509518,1.00663268566,-0.193383783102,-0.11418530345
1.509534,1.42620933056,-0.241729736328,-0.548561692238
1.509566,1.32387411594,-0.131852582097,-0.456081748009
1.509587,1.12979412079,0.457088917494,-0.019010508433
1.509599,1.15661025047,0.514225065708,0.00601709075272
1.568228,0.0244955345988,0.0146502861753,-0.0371908321977
1.568369,1.66339170933,0.389697611332,0.504892349243
1.56861,0.951634883881,-0.215359210968,-0.131339967251
1.568633,1.1560946703,0.514225065708,-0.0350514128804
1.570634,0.0246926713735,0.0146502861753,-0.037060238421
1.570763,0.604400277138,-0.0366257168353,-1.00349223614
1.570853,1.22089326382,0.594801604748,0.0632251054049
1.571008,0.816279351711,-0.127457484603,-1.07972657681
1.571027,1.62265717983,0.44536870718,0.585049569607
1.571234,1.704600811,-0.0556710883975,-0.514674246311
1.571299,1.4135684967,-0.580151319504,-0.242229476571
1.571318,0.884169101715,0.096691891551,1.26582860947
1.571348,0.944108963013,-0.24612480402,-0.131603971124
1.571667,1.19458270073,-0.169943317771,-0.626465082169
1.571934,1.12735557556,0.457088917494,-0.0765873342752
1.571973,1.15652644634,0.514225065708,0.015171895735
1.629057,0.0245043057948,0.0146502861753,-0.0371850542724
1.62911,0.920221626759,-0.0424858294427,-0.999876976013
1.62915,1.03033852577,-0.849716603756,-0.254462301731
1.629287,1.69689261913,0.389697611332,0.377285182476
1.629337,2.13824868202,-0.9713139534,-0.448298752308
1.629474,0.927304625511,-0.276890397072,-0.180766299367
1.629507,1.17407405376,-0.254914969206,-0.6363453269
1.629532,0.912467122078,0,1.19078612328
1.629588,1.38970839977,-0.562570989132,0.0528415963054
1.629719,1.14460396767,0.41899818182,-0.00698304269463
1.688686,0.0244955345988,0.0146502861753,-0.0371908321977
1.688895,0.600851535797,-0.0366257168353,-1.00562107563
1.688929,1.17739343643,0.679773271084,-0.00444902526215
1.689028,0.83313024044,-0.0849716588855,-1.07099986076
1.689049,1.71340620518,0.389697611332,0.29330483079
1.689328,0.997159004211,-0.093761831522,1.11689329147
1.68937,1.29893171787,-0.750094652176,-0.0265019591898
1.689408,0.879986166954,-0.263705164194,-0.187648788095
1.689431,1.15871918201,0.615312039852,-0.0430382043123
1.691001,0.0245043057948,0.0146502861753,-0.0371850542724
1.691125,0.662951886654,-0.076181486249,-1.0200086832
1.691222,1.12064886093,0.457088917494,-0.144715175033
1.691319,1.21730458736,0.594801604748,-0.112904451787
1.691404,1.73413801193,0.389697611332,0.120639011264
1.691485,0.865466833115,-0.093761831522,1.22177898884
1.691579,1.32472038269,-0.703213751316,0.0342677943408
1.691728,0.863588631153,-0.293005734682,-0.217922791839
1.748189,1.1692507267,0.474669277668,-0.0987565740943
1.748238,0.533014833927,0.039555773139,-1.14740645885
1.748288,1.72796845436,-0.108412116766,-0.105773806572
1.748366,0.856904327869,-0.293005734682,-0.242879971862
1.74862,0.0246926713735,0.0146502861753,-0.037060238421
1.748763,1.73812878132,0.389697611332,-0.0263961423188
1.748854,0.854877591133,-0.293005734682,-0.249920040369
1.808298,0.0244955345988,0.0146502861753,-0.0371908321977
1.808361,0.850168764591,-0.293005734682,-0.265497297049
1.808386,1.73792541027,0.389697611332,0.0374650135636
1.808445,1.71975672245,-0.22268435359,0.40804579854
1.810333,0.0245043057948,0.0146502861753,-0.0371850542724
1.810459,0.843375682831,-0.293005734682,-0.286344438791
1.810562,0.734736979008,0.0586011447012,0.579530477524
1.81084,1.73832917213,0.389697611332,-0.000416531052906
1.811039,1.71033585072,-0.22268435359,0.445887356997
1.868792,0.0245043057948,0.0146502861753,-0.0371850542724
1.868854,1.73831236362,0.389697611332,0.0076605011709
1.868881,0.860393822193,-0.263705164194,-0.263268321753
1.868905,0.722957551479,0.0879017189145,0.590536773205
1.870933,0.0245043057948,0.0146502861753,-0.0371850542724
1.871111,0.683520495892,-0.0380907431245,-1.00850152969
1.871246,1.13353300095,0.41899818182,-0.158965542912
1.871318,1.73500323296,0.389697611332,0.107481859624
1.87136,0.842576920986,-0.293005734682,-0.288686454296
1.872016,0.757010042667,0.0879017189145,0.546202480793
1.928393,0.0245043057948,0.0146502861753,-0.0371850542724
1.928431,0.69574379921,-0.076181486249,-0.997929573059
1.928505,1.11324095726,0.495179653168,-0.034902215004
1.928621,1.17411589622,0.574291229248,0.121377721429
1.928643,0.995995998383,-0.205104023218,-0.83006966114
1.928758,1.73663258553,0.389697611332,0.0767833590508
1.928781,0.855598330498,-0.263705164194,-0.278458684683
1.928815,0.793514728546,0.0586011447012,0.496012479067
1.98802,0.0244955345988,0.0146502861753,-0.0371908321977
1.988057,0.592249751091,-0.0366257168353,-1.01071095467
1.988067,1.73353505135,0.389697611332,0.129014030099
1.988852,0.0247030667961,0.0146502861753,-0.037053309381
1.988873,0.668516397476,-0.0380907431245,-1.01850938797
1.98889,1.14001619816,0.41899818182,-0.102615818381
1.9889,1.73433578014,0.389697611332,0.117762111127
1.989078,0.905788362026,-0.24612480402,-0.296999514103
1.989161,0.779613375664,0.12306240201,0.588470339775
2.048286,0.0245043057948,0.0146502861753,-0.0371850542724
2.048339,0.634422540665,-0.0380907431245,-1.04008829594
2.048375,1.11242055893,0.495179653168,-0.0551721826196
2.048392,1.73568606377,0.389697611332,0.0958244502544
2.04841,0.875412940979,-0.24612480402,-0.37724468112
2.048466,0.818764686584,0.153827995062,0.524595141411
2.049671,0.0245043057948,0.0146502861753,-0.0371850542724
2.049861,0.66181153059,-0.076181486249,-1.02074897289
2.04992,1.73653781414,0.389697611332,0.0788964405656
