1648734229191893339,0.4033712769,0.5796344757,1.1960115814,0.4033712769,0.4033712769,0.5379369328975439
1648734229262137889,0.3971443939,1.6126407623,1.3798725891,0.3971443939,0.3971443939,0.5425165656223603
1648734229434680223,0.400650177,1.6022725677,1.3612684631,0.400650177,0.400650177,0.5399412918128469
1648734229606976985,0.4035826874,0.5353031158,1.6022907257,0.4035826874,0.4035826874,0.5377810070175589
1648734229779364585,0.3042521667,0.4089315033,1.6043192291,0.3042521667,0.3042521667,0.6078664566826825
1648734229952831268,0.4071740723,0.4014543152,1.6104981232,0.4014543152,0.4014543152,0.5393494647218151
1648734230125154495,0.406839447,0.4014543152,1.6071116638,0.4014543152,0.4014543152,0.5393494647218151
1648734230296132564,0.4073543549,0.4014543152,1.6096576691,0.4014543152,0.4014543152,0.5393494647218151
1648734230467628955,0.3952339172,1.273660202,1.600373764,0.3952339172,0.3952339172,0.5439166053259575
1648734230638974905,0.3914168549,1.6010157776,1.0716567993,0.3914168549,0.3914168549,0.5467067454188174
1648734230810871362,0.3940380859,0.3940380859,1.6009146118,0.3940380859,0.3940380859,0.5447917326129508
1648734230983714580,0.3981236267,0.3981236267,1.6025241852,0.3981236267,0.3981236267,0.5417980444715187
1648734231156074523,0.3861108398,1.6001039886,1.3609442139,0.3861108398,0.3861108398,0.550569572065233
1648734231328581809,0.3989433289,1.3689129639,1.0646205902,0.3989433289,0.3989433289,0.5411961021234737
1648734231499815940,0.4029458618,1.2720039368,1.2720039368,0.4029458618,0.4029458618,0.5382506100269414
1648734231637587308,0.4020548248,0.4014530182,0.5353031158,0.4014530182,0.4014530182,0.5393504196216015
1648734231809624433,0.4086513519,1.3627898407,1.6014139557,0.4086513519,0.4086513519,0.5340339262850196
1648734231982197999,0.4040171814,0.4014530182,1.5978031158,0.4014530182,0.4014530182,0.5393504196216015
1648734232154466152,0.4038356018,0.5353031158,1.3670504761,0.4038356018,0.4038356018,0.5375944318157382
1648734232326570510,0.4029367828,1.3677754974,0.4029367828,0.4029367828,0.4029367828,0.538257303090061
1648734232498475551,0.4055567169,1.3624059296,0.5353018188,0.4055567169,0.4055567169,0.536323660947981
1648734232668989181,0.4064814758,0.4014543152,1.6000222778,0.4014543152,0.4014543152,0.5393494647218151
1648734232840633630,0.3059667969,0.3059667969,0.413054657,0.3059667969,0.3059667969,0.6067101671827513
1648734233012697935,0.4078731537,0.4078731537,0.7290381622,0.4078731537,0.4078731537,0.5346103038344332
1648734233183948993,0.4101701355,0.4101701355,0.7377371216,0.4101701355,0.4101701355,0.5329078968636541
1648734233355880022,0.4099768829,0.7329226685,0.98457901,0.4099768829,0.4099768829,0.533051257915876
1648734233527320384,0.4101571655,0.241292038,1.6034178162,0.241292038,0.241292038,0.6490509499080273
1648734233700236320,0.3406640625,0.4016436768,1.5363306427,0.3406640625,0.3406640625,0.5829102978483065
1648734233872592210,0.517101059,1.0710173798,1.4175088501,0.517101059,0.517101059,0.44987340564237766
1648734234048194408,0.3406640625,1.5402255249,0.9352425385,0.3406640625,0.3406640625,0.5829102978483065
1648734234221982002,0.3701940918,0.3043235016,1.8608665466,0.3043235016,0.3043235016,0.6078183878424569
1648734234361233472,0.4354602814,0.4379842377,0.9524121857,0.4354602814,0.4354602814,0.5139375696122019
1648734234532809495,0.4594560242,1.8857260895,1.5748631287,0.4594560242,0.4594560242,0.49555433197279397
1648734234703987360,0.3922715759,0.5353031158,1.7017224121,0.3922715759,0.3922715759,0.5460827947342878
1648734234876146316,0.4000107574,0.4016436768,1.6001506805,0.4000107574,0.4000107574,0.5404115903801034
1648734235047829866,0.3937540436,0.4016436768,0.806171875,0.3937540436,0.3937540436,0.5449994627562422
1648734235219622135,0.4678385162,1.0590590668,0.2513735962,0.2513735962,0.2513735962,0.6426214274551127
1648734235391485214,0.3433644104,0.4819783783,0.3043235016,0.3043235016,0.3043235016,0.6078183878424569
1648734235563239336,0.4862247467,1.0613910675,0.2454709625,0.2454709625,0.2454709625,0.6463933970553813
1648734235735697507,0.2534319305,0.4843817139,1.0610849762,0.2534319305,0.2534319305,0.6413010526058822
1648734235907228708,0.2480636597,0.490966568,1.0577516937,0.2480636597,0.2480636597,0.6447392152023008
1648734236079403162,0.2501647949,0.4890262604,1.0569203186,0.2501647949,0.2501647949,0.6433956317142748
1648734236251775264,0.2498327637,0.4926773071,1.0583288574,0.2498327637,0.2498327637,0.643608131433802
1648734236424496173,0.2509105682,0.4881974792,1.0593353271,0.2509105682,0.2509105682,0.6429180903898648
1648734236598162174,0.2484683228,0.4925994873,1.0585999298,0.2484683228,0.2484683228,0.6444806617154915
1648734236771378755,0.250591507,0.487868042,1.0558905029,0.250591507,0.250591507,0.6431224368175591
1648734236909613847,0.4924192047,0.2500662231,1.0618424225,0.2500662231,0.2500662231,0.6434587246620417
1648734237080678701,0.2519507599,0.4859277344,1.0602133942,0.2519507599,0.2519507599,0.642251452973518
1648734237252286195,0.2500221252,0.4870548248,1.0591744995,0.2500221252,0.2500221252,0.6434869485149018
1648734237424739599,0.247904129,0.4924905396,1.0581732178,0.247904129,0.247904129,0.6448411173575839
