time,.header.seq,.header.stamp.secs,secs,,.header.frame_id,.header.stamp.nsecs,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/03/09/18:22:16.269977,8567,1646846536,0.268932178,1646846536.26893,0.00288435735084,0.0203185894041,-0.911405063953,0.410998351344,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000797258224338,-0.00114612001926,0.000667270738631,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00765411492437,-0.00851303435862,-0.110650370121,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.299087,8568,1646846536,0.298762016,1646846536.29876,0.00288881697074,0.0203207628909,-0.911412830912,0.410980988589,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.000476176850498,-0.000111698172987,-0.00113903312013,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.0011845362559,-0.0106675688736,-0.114244653583,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.328835,8569,1646846536,0.328371331,1646846536.32837,0.00288904188713,0.0203125357362,-0.911408180439,0.410991706677,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00336042745039,0.00251430366188,0.00058877049014,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00211029667407,-0.00698365855962,-0.115585420132,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.359268,8570,1646846536,0.358918559,1646846536.35892,0.00290438802914,0.0203102190477,-0.911405461426,0.410997742592,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.000551606528461,-0.00111936964095,8.59145075083E-05,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.013952662535,-0.00507911078632,-0.118728883266,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.388529,8571,1646846536,0.388102532,1646846536.3881,0.00290345856877,0.0203130486667,-0.911405373524,0.410997804244,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.000952590256929,-0.00248913047835,0.00300721102394,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0143436950818,-0.00731822893023,-0.124120016098,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.418630,8572,1646846536,0.418250696,1646846536.41825,0.00290263849613,0.0202982999151,-0.911405248343,0.410998816303,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00166147574782,0.00131577532738,-0.000958968419582,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00666739728302,-0.000266377218068,-0.122312057018,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.447597,8573,1646846536,0.447174636,1646846536.44717,0.0029119631752,0.0202743066528,-0.911409406519,0.410990713605,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000300430692732,-0.000435571186244,-0.00188381737098,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00806765925139,-0.0122711860389,-0.109121323228,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.479860,8574,1646846536,0.479524114,1646846536.47952,0.00291272748388,0.0202790323351,-0.911406002599,0.410998023465,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",8.11461359262E-05,-0.00248565711081,0.00112101109698,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0120326927304,-0.0114682536945,-0.117357711196,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.509369,8575,1646846536,0.508821971,1646846536.50882,0.00292201103181,0.0202748416276,-0.911404466796,0.411001570014,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.0013188906014,-0.00278547313064,-0.00107985455543,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00739321947098,-0.00774217033759,-0.113762843013,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.538742,8576,1646846536,0.537122247,1646846536.53712,0.00293714416078,0.0202879776948,-0.911403088884,0.411003869469,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000735341571271,-0.00158484373242,-0.00336306868121,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00443697687238,-0.015148619134,-0.1169185853,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.567003,8577,1646846536,0.566610518,1646846536.56661,0.00292916098638,0.0202941421581,-0.911409000065,0.410990513772,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-3.98503616452E-05,0.000117426738143,0.000869824085385,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0114443166554,-0.00611563939601,-0.107791666389,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.600108,8578,1646846536,0.59977259,1646846536.59977,0.00292117989604,0.0203051962594,-0.911407605229,0.410993117756,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",8.93119722605E-05,-0.000482490286231,0.000815117266029,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0110333304852,-0.0112576808408,-0.123068102002,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.627856,8579,1646846536,0.626521506,1646846536.62652,0.00291714748197,0.0203111049771,-0.911408039453,0.410991891509,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00130263995379,0.000500124879181,-0.000742301344872,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00071606464684,-0.00843851890415,-0.129209432602,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.656792,8580,1646846536,0.656316259,1646846536.65632,0.00290663260814,0.0203110397436,-0.911407055032,0.410994152257,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00242893397808,0.00191867072135,-0.00024047261104,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00362673550844,-0.00952434685081,-0.127112621069,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.687486,8581,1646846536,0.686010492,1646846536.68601,0.00290788503772,0.0203100089868,-0.911410500122,0.410986554532,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00177118880674,-0.000583906657994,-0.000278980936855,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0120360183343,-0.00966279795393,-0.11274191916,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.720025,8582,1646846536,0.718142301,1646846536.71814,0.00291025645148,0.0203029350445,-0.911409580053,0.410988927617,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.000215076841414,0.00126322545111,0.00147354695946,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00454796433449,-0.0153646737523,-0.116777667403,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.746044,8583,1646846536,0.745612152,1646846536.74561,0.00292499663834,0.0202963700967,-0.911407342358,0.410994109508,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00221478287131,0.000889015384018,-0.000152461696416,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00553387798369,-0.00632045639679,-0.115576649308,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.775671,8584,1646846536,0.775322228,1646846536.77532,0.00292373888847,0.0202898971446,-0.911408161664,0.410992621195,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00145644601434,-0.00186145771295,0.000444577075541,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0084831770137,-0.0138801753335,-0.117667028904,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.806597,8585,1646846536,0.805211484,1646846536.80521,0.00292454547302,0.0203009861358,-0.911404896932,0.410999307595,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000179191119969,-0.00223147682846,0.000378561206162,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0108377776667,-0.00464283540845,-0.123065178394,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.835476,8586,1646846536,0.835155537,1646846536.83516,0.00292873336701,0.0202945192141,-0.911409078067,0.410990325223,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00173257663846,0.000492880120873,-0.00322869326919,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0109850178659,-0.00776689309627,-0.115576064587,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.865028,8587,1646846536,0.864751879,1646846536.86475,0.00291958369796,0.0202999012907,-0.911413202455,0.410980978185,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.000372388400137,0.00126677099615,-0.000783302355558,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00617246702313,-0.00534589000046,-0.111687081456,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:16.899179,8588,1646846536,0.894797904,1646846536.8948,0.00291684079372,0.0203039237951,-0.911414471674,0.410977984253,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000815246254206,-0.00486210919917,0.00206201802939,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00742494061589,-0.00940520983189,-0.122467592955,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.073786,8589,1646846536,1.73434259,1646846537.73434,0.00292275871544,0.0202931798053,-0.911407383475,0.410994191785,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-4.70420345664E-05,0.00110233668238,0.00104981288314,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0112610429898,-0.0071346446313,-0.121112793088,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.104459,8590,1646846536,1.103256731,1646846537.10326,0.00291964926365,0.0203176088359,-0.911402789991,0.411003193194,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000220754183829,-0.00174271687865,0.000112905167043,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0121486868709,-0.00609179371968,-0.115443332791,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.133348,8591,1646846536,1.133026954,1646846537.13303,0.0029143286346,0.0203293744278,-0.911398041356,0.411013179152,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000203197821975,0.000299550592899,0.00198994856328,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0053115376085,-0.00548960359767,-0.115601792336,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.163812,8592,1646846536,1.163450958,1646846537.16345,0.00291452423797,0.020329764649,-0.91139759196,0.411014154971,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00164727354422,0.000175334513187,-0.000454293098301,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.00157925985754,-0.0107216921635,-0.117548330426,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.197025,8593,1646846536,1.196726835,1646846537.19673,0.00292512373129,0.0203328215224,-0.911396187183,0.411017043452,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00232248287648,0.00182290561497,0.000918235629797,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00473916828632,-0.00556671375409,-0.123090321422,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.222765,8594,1646846536,1.222321415,1646846537.22232,0.00292343487394,0.0203341111939,-0.911395303715,0.411018950679,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-7.17900693417E-05,0.00169538147748,5.99669292569E-05,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0145823711157,-0.00573546074331,-0.120995264053,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.253517,8595,1646846536,1.25234458,1646846537.25234,0.00292313604412,0.0203301922001,-0.911393623531,0.411022872293,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.0019849347882,-0.000222940929234,0.000947911757976,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0112081622332,0.00515631230548,-0.111711639762,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.289064,8596,1646846536,1.286024581,1646846537.28602,0.00291603239523,0.0203220599416,-0.911391686817,0.41102761931,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000267265364528,-0.000260470435023,-0.000721987336874,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.000370055660605,-0.00925493638963,-0.120835635066,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.314827,8597,1646846536,1.314465352,1646846537.31447,0.00292671720432,0.020311801566,-0.911388973074,0.411034067692,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00238350732252,0.00102127715945,-0.000722259283066,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00243737529963,-0.00929387519136,-0.117685155272,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.341952,8598,1646846536,1.341501906,1646846537.3415,0.00294041246137,0.0202929986999,-0.911390118674,0.411032358534,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000172017142177,0.000562343746424,0.00256390310824,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00587725572288,-0.0136918949895,-0.112582290173,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.371875,8599,1646846536,1.370917505,1646846537.37092,0.00294686169892,0.0202910040082,-0.911389342888,0.411034130982,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00194191560149,-0.00061571598053,0.000814168713987,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00910875599831,-0.00491003489122,-0.118718358278,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.406682,8600,1646846536,1.404782843,1646846537.40478,0.00294074358833,0.0202944541294,-0.911393712369,0.411024315842,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00268407445401,-0.00041703786701,4.30070795119E-05,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00405573841184,-0.00574373820797,-0.115876611471,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.431183,8601,1646846536,1.430811027,1646846537.43081,0.00293522796437,0.0203058939826,-0.911390911351,0.411030001111,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00116977095604,-5.55720180273E-05,0.00126423779875,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0142863558233,-0.00455050421879,-0.11304071188,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.461094,8602,1646846536,1.46071174,1646846537.46071,0.00293488435275,0.0203286840064,-0.911387722992,0.411035946653,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00222295289859,-0.00193719286472,0.000256624538451,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0057944810763,-0.00362222218886,-0.111861328483,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.490438,8603,1646846536,1.48996076,1646846537.48996,0.00295051784612,0.0203324640658,-0.911387063536,0.411037109966,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00112372124568,0.00099200475961,0.00327491597272,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00465577237308,-0.00795210365206,-0.122344801426,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.528023,8604,1646846536,1.526577569,1646846537.52658,0.0029440223594,0.0203149419919,-0.911382871769,0.411047317118,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.0015882300213,0.000653851777315,-6.14682212472E-05,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.0019667475298,-0.00700821686536,-0.115743294954,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.551520,8605,1646846536,1.550134494,1646846537.55013,0.00295010935129,0.0203043395565,-0.911380256075,0.411053596855,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-7.22520053387E-06,-0.00177978351712,0.0018766974099,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00111747600138,-0.00309063719586,-0.11483756125,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.581342,8606,1646846536,1.580305959,1646846537.58031,0.00294751921972,0.0202995386681,-0.911378464492,0.411057824789,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000632206443697,0.0011828308925,-0.00091190636158,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00597340587527,-0.0160473179072,-0.119174441099,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.610153,8607,1646846536,1.609756618,1646846537.60976,0.00294935202355,0.0202918694512,-0.911377580729,0.411060149737,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",3.7613324821E-05,0.000577258877456,0.000195009633899,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.013310857527,-0.0148780209571,-0.120665481091,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.643201,8608,1646846536,1.642725714,1646846537.64273,0.00295476292317,0.0202961525639,-0.911382516496,0.411048955955,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00231615407392,-0.00155882537365,6.8059656769E-05,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0131256469712,-0.002027339302,-0.109891986251,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.669746,8609,1646846536,1.669221882,1646846537.66922,0.00296525597063,0.020312212155,-0.911382500963,0.411048121554,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00042229052633,-0.00016791280359,0.000783378724009,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00828269060701,-0.0100931164809,-0.117689833045,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.699455,8610,1646846536,1.69907506,1646846537.69908,0.00298112848933,0.0203170601815,-0.911381879361,0.411049145372,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.00445436872542,0.000689033418894,0.0016645626165,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00982120268047,-0.0088716879487,-0.108714357018,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.729132,8611,1646846536,1.728880161,1646846537.72888,0.00298849957745,0.0203341370358,-0.911382927849,0.411045922699,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00159369688481,-0.00137159600854,-0.000354371033609,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0104728017747,-0.00216675885022,-0.129684811234,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.760543,8612,1646846536,1.760064368,1646846537.76006,0.00298022141134,0.0203189259222,-0.91138501354,0.411042110524,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000918195582926,-0.000740231946111,0.000507656019181,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0106770157814,-0.00707922399044,-0.126079418063,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.789499,8613,1646846536,1.788440466,1646846537.78844,0.00298042273449,0.0203160965603,-0.911382669013,0.411047447289,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.000253641977906,0.00205211434513,-0.000918189063668,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0113292361423,0.000986754186451,-0.121436728835,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.818636,8614,1646846536,1.818260263,1646846537.81826,0.00298193539796,0.0203134953247,-0.911381215227,0.411050788224,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00196860078722,0.000676580704749,0.00091116130352,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00899367548525,-0.00424504201859,-0.124428749084,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.850725,8615,1646846536,1.850229353,1646846537.85023,0.00299156199621,0.0203015398513,-0.91137960654,0.41105487568,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.00115412753075,-0.00011922698468,0.00038848631084,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00883689701557,-0.0047665405646,-0.117235504389,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:17.879148,8616,1646846536,1.878892445,1646846537.87889,0.00298414025837,0.0203100016774,-0.911375182167,0.411064321085,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.000168401747942,0.00118485279381,-0.00052224425599,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00308959566057,-0.012760999985,-0.120684192181,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
