rospy.get_time,,x1,x2,x3,closestValue,bestX,msg.x,msg.y,msg.z,msg.range,msg.velocity,msg.bearing,msg.intensity
1646846540.08989,1.30020904541016,3.1642085266,1.2878947449,3.4059480286,1.2878947449,1.2878947449,1.26331007480621,-0.079111546278,0,1.265784740448,0.670447409152985,-3.58332180976868,45.9000015258789
1646846540.15708,1.3674054145813,3.1641345978,1.2879816437,2.1088043976,1.2879816437,1.2879816437,1.31009936332703,-0.08204160630703,0,1.31266570091248,0.536357939243317,-3.58332180976868,41.9000015258789
1646846540.18973,1.40005087852478,3.1635081482,2.1018719482,1.2863292694,1.2863292694,1.2863292694,1.35688865184784,-0.084971658885479,0,1.35954666137695,0.402268469333649,-3.58332180976868,46.7999992370605
1646846540.2611,1.47142696380615,3.1636326599,1.2078363037,1.2078363037,1.2078363037,1.2078363037,1.35688865184784,-0.084971658885479,0,1.35954666137695,0.268178969621658,-3.58332180976868,44.2999992370605
1646846540.30087,1.51119184494019,3.1623706818,1.2868156433,2.1131233978,1.2868156433,1.2868156433,1.35688865184784,-0.084971658885479,0,1.35954666137695,0.268178969621658,-3.58332180976868,44.2999992370605
1646846540.32674,1.53706026077271,3.1629854584,1.2857780457,2.1113076019,1.2857780457,1.2857780457,1.35688865184784,-0.084971658885479,0,1.35954666137695,0.268178969621658,-3.58332180976868,34.5999984741211
1646846540.39011,1.6004376411438,3.1629361725,1.2892501068,1.2865782928,1.2865782928,1.2865782928,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,30.8999996185303
1646846540.45789,1.66821813583374,3.1624342346,1.2896742249,2.1158444977,1.2896742249,1.2896742249,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,30.7999992370605
1646846540.48954,1.69986128807068,3.1619426727,1.2886534882,2.1066734314,1.2886534882,1.2886534882,1.35688865184784,-0.084971658885479,0,1.35954666137695,-0.268178969621658,-3.58332180976868,34
1646846540.55787,1.76819038391113,3.1632824707,1.2870880127,2.1112194061,1.2870880127,1.2870880127,1.16973161697388,-0.073251433670521,0,1.17202293872833,-0.268178969621658,-3.58332180976868,46.5999984741211
1646846540.59329,1.80360960960388,3.1623421478,1.2879647827,2.1060132599,1.2879647827,1.2879647827,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,40.5
1646846540.65699,1.86731505393982,3.1643265533,1.286954422,3.4051685333,1.286954422,1.286954422,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,43.4000015258789
1646846540.69059,1.9009108543396,3.1655833435,1.2890620422,1.0775866699,1.0775866699,1.0775866699,1.17145049571991,-0.03662571683526,0,1.17202293872833,-0.402268469333649,-1.79078471660614,42.9000015258789
1646846540.75836,1.9686803817749,3.1670813751,1.1432315826,1.2876794434,1.1432315826,1.1432315826,1.12459242343903,-0.035160686820746,0,1.12514197826386,-0.402268469333649,-1.79078471660614,49.7000007629395
1646846540.79076,2.00108647346497,3.1654290009,2.1062272644,1.2897533417,1.2897533417,1.2897533417,1.07773435115814,-0.033695656806231,0,1.07826089859009,-0.536357939243317,-1.79078471660614,55.0999984741211
1646846540.85665,2.06697010993958,3.1651708984,1.1098066711,1.2843215179,1.1098066711,1.1098066711,1.07773435115814,-0.033695656806231,0,1.07826089859009,-0.536357939243317,-1.79078471660614,58.4000015258789
1646846540.89023,2.10055470466614,3.1653939819,1.2878895569,3.4072891235,1.2878895569,1.2878895569,1.03087639808655,-0.032230630517006,0,1.0313800573349,-0.536357939243317,-1.79078471660614,59.5999984741211
1646846540.95838,2.16870355606079,3.1641449738,0.9797930908,1.286518631,0.9797930908,0.9797930908,0.984018385410309,-0.030765600502491,0,0.984499216079712,-0.536357939243317,-1.79078471660614,59.4000015258789
1646846540.99036,2.20068359375,3.1638453674,1.2884706116,2.1077979279,1.2884706116,1.2884706116,0.984018385410309,-0.030765600502491,0,0.984499216079712,-0.536357939243317,-1.79078471660614,59.4000015258789
1646846541.05821,2.26853775978088,3.1645716858,1.2883577728,2.1126850128,1.2883577728,1.2883577728,0.984499216079712,0,0,0.984499216079712,-0.536357939243317,0,59.9000015258789
1646846541.09007,2.3003945350647,3.1670437622,1.2888363647,2.0986943054,1.2888363647,1.2888363647,0.937618315219879,0,0,0.937618315219879,-0.536357939243317,0,63.2000007629395
1646846541.1276,2.33792400360107,3.1682979584,2.1076954651,1.2887624359,1.2887624359,1.2887624359,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,63.4000015258789
1646846541.19778,2.40810441970825,3.1651047516,1.2873733521,2.1016008759,1.2873733521,1.2873733521,0.890737414360046,0,0,0.890737414360046,-0.402268469333649,0,66.5999984741211
1646846541.25835,2.46867299079895,3.1671994019,1.2863214874,2.1134009552,1.2863214874,1.2863214874,0.843856453895569,0,0,0.843856453895569,-0.268178969621658,0,62.7000007629395
1646846541.29007,2.50039482116699,3.1652837372,1.2867910004,2.1051792908,1.2867910004,1.2867910004,0.843856453895569,0,0,0.843856453895569,-0.268178969621658,0,62.7000007629395
1646846541.32472,2.53504157066345,3.1647792053,1.2887715149,2.0999874115,1.2887715149,1.2887715149,0.843856453895569,0,0,0.843856453895569,-0.268178969621658,0,64
1646846541.39249,2.60281133651733,3.1653018951,1.286955719,2.1008187866,1.286955719,1.286955719,0.843856453895569,0,0,0.843856453895569,0,0,33.0999984741211
1646846541.42946,2.63977909088135,3.1639608002,1.285635376,3.4084901428,1.285635376,1.285635376,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,33
1646846541.49004,2.70036458969116,3.1640904999,2.0996398163,1.2888065338,1.2888065338,1.2888065338,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,39
1646846541.55871,2.76903343200684,3.1656015015,1.2871269226,2.1034153748,1.2871269226,1.2871269226,1.78060483932495,-0.055671088397503,0,1.78147494792938,0.670447409152985,-1.79078471660614,64.1999969482422
1646846541.5904,2.80072712898254,3.1655236816,2.1089353943,1.2895198822,1.2895198822,1.2895198822,1.78060483932495,-0.055671088397503,0,1.78147494792938,0.670447409152985,-1.79078471660614,64.1999969482422
1646846541.62702,2.83734726905823,3.1648388672,1.2857598877,2.0991482544,1.2857598877,1.2857598877,0.890737414360046,0,0,0.890737414360046,0.402268469333649,0,30
1646846541.69018,2.90050387382507,3.1641761017,2.103743515,3.4064979553,2.103743515,1.2857598877,1.78147482872009,0,0,1.78147482872009,1.07271587848663,0,33
1646846541.75794,2.96826219558716,3.1660956573,2.109522934,0.9251116943,0.9251116943,0.9251116943,1.96803677082062,-0.061531201004982,0,1.96899843215942,1.07271587848663,-1.79078471660614,29.2999992370605
1646846541.79066,3.00098347663879,3.1637039948,1.2882241821,2.1015930939,1.2882241821,1.2882241821,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,28.2999992370605
1646846541.85747,3.06779217720032,3.1625172424,1.2894109344,2.104206543,1.2894109344,1.2894109344,2.01489472389221,-0.062996231019497,0,2.0158793926239,1.2068053483963,-1.79078471660614,23.1000003814697
1646846541.89051,3.10083031654358,3.1663368988,0.9942377472,1.2869803619,0.9942377472,0.9942377472,2.01489472389221,-0.062996231019497,0,2.0158793926239,1.2068053483963,-1.79078471660614,23.1000003814697
1646846541.92581,3.13612866401672,3.1654367828,1.0095552826,1.2894757843,1.0095552826,1.0095552826,1.07773435115814,-0.033695656806231,0,1.07826089859009,0.536357939243317,-1.79078471660614,31.2000007629395
1646846541.99099,3.20131254196167,3.1655366516,1.1197027588,1.2863448334,1.1197027588,1.1197027588,2.38975882530212,-0.074716456234455,0,2.39092636108398,0.804536938667297,-1.79078471660614,25.7999992370605
1646846542.05755,3.26786947250366,3.1669905853,2.1021002197,3.4073565674,2.1021002197,1.1197027588,1.26331007480621,-0.079111546278,0,1.265784740448,0.670447409152985,-3.58332180976868,50.5999984741211
1646846542.09166,3.30198574066162,3.1659633636,1.2850102234,2.1060781097,1.2850102234,1.2850102234,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,47.9000015258789
1646846542.1572,3.36752128601074,3.1651306915,1.2918843079,1.0710835266,1.0710835266,1.0710835266,1.31009936332703,-0.08204160630703,0,1.31266570091248,0.536357939243317,-3.58332180976868,39.2000007629395
1646846542.19264,3.40296721458435,3.1656092834,1.2875925446,2.1150727844,1.2875925446,1.2875925446,1.31009936332703,-0.08204160630703,0,1.31266570091248,0.536357939243317,-3.58332180976868,39.2000007629395
1646846542.25862,3.46894836425781,3.1638726044,1.1909597778,1.1980128479,1.1909597778,1.1909597778,1.31009936332703,-0.08204160630703,0,1.31266570091248,0.402268469333649,-3.58332180976868,42.2999992370606
1646846542.29039,3.50070929527283,3.1633148956,1.198852005,2.1038239288,1.198852005,1.198852005,1.35688865184784,-0.084971658885479,0,1.35954666137695,0.268178969621658,-3.58332180976868,32.2000007629395
1646846542.32678,3.53710150718689,3.1629322815,1.2867028046,2.1078355408,1.2867028046,1.2867028046,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,33.5
1646846542.39077,3.60109496116638,3.1631838989,1.2882527161,2.1154774475,1.2882527161,1.2882527161,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,30.8999996185303
1646846542.45716,3.66748285293579,3.1632539368,1.2903603363,2.1150014496,1.2903603363,1.2903603363,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,30.8999996185303
1646846542.49015,3.70047092437744,3.1637260437,1.2883992767,3.4054707336,1.2883992767,1.2883992767,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,30.8999996185303
1646846542.55947,3.76978969573975,3.164910202,2.1039471436,1.2864784241,1.2864784241,1.2864784241,1.35688865184784,-0.084971658885479,0,1.35954666137695,-0.268178969621658,-3.58332180976868,31
1646846542.59025,3.80057740211487,3.1646793365,1.2864836121,3.4053475189,1.2864836121,1.2864836121,1.17145049571991,-0.03662571683526,0,1.17202293872833,-0.268178969621658,-1.79078471660614,34.2999992370605
1646846542.62583,3.83615469932556,3.1647999573,2.1036981201,1.078004303,1.078004303,1.078004303,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,43
1646846542.6905,3.90082168579102,3.1659906006,1.2890879822,2.1052467346,1.2890879822,1.2890879822,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,44.9000015258789
1646846542.76235,3.97267079353333,3.1655496216,1.2885341644,3.4076393127,1.2885341644,1.2885341644,1.12459242343903,-0.035160686820746,0,1.12514197826386,-0.402268469333649,-1.79078471660614,51.2999992370605
1646846542.79068,4.00099873542786,3.1666585541,1.2875341797,3.4068131256,1.2875341797,1.2875341797,1.12459242343903,-0.035160686820746,0,1.12514197826386,-0.402268469333649,-1.79078471660614,51.2999992370605
1646846542.85781,4.06813216209412,3.1661605072,1.1203045654,1.2866146088,1.1203045654,1.1203045654,1.07773435115814,-0.033695656806231,0,1.07826089859009,-0.536357939243317,-1.79078471660614,52.0999984741211
1646846542.89046,4.10078597068787,3.1658686829,1.0109858704,1.2893551636,1.0109858704,1.0109858704,1.07826101779938,0,0,1.07826101779938,-0.536357939243317,0,59.4000015258789
1646846542.95726,4.16757869720459,3.168010025,0.9940444946,1.2843785858,0.9940444946,0.9940444946,1.03138017654419,0,0,1.03138017654419,-0.536357939243317,0,23.2999992370605
1646846542.99228,4.20260572433472,3.1626119232,1.2873175812,2.1066241455,1.2873175812,1.2873175812,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,60
1646846543.06073,4.27105140686035,3.1639685822,1.2870932007,2.1085462952,1.2870932007,1.2870932007,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,60.2999992370606
1646846543.09074,4.30106687545776,3.1633927155,1.2900283051,0.9285124207,0.9285124207,0.9285124207,0.984018385410309,-0.030765600502491,0,0.984499216079712,-0.536357939243317,-1.79078471660614,60.7000007629395
1646846543.16074,4.3710675239563,3.1665872192,2.0985412598,1.2852722168,1.2852722168,1.2852722168,0.937618315219879,0,0,0.937618315219879,-0.402268469333649,0,61.5
1646846543.18951,4.39983773231506,3.167567749,2.1086928558,0.9015569305,0.9015569305,0.9015569305,0.890737414360046,0,0,0.890737414360046,-0.402268469333649,0,62.5999984741211
1646846543.25775,4.46807670593262,3.166229248,1.28693367,2.1018693542,1.28693367,1.28693367,0.890737414360046,0,0,0.890737414360046,-0.268178969621658,0,64.5999984741211
1646846543.29103,4.50135540962219,3.1657584381,1.2849142456,2.1089250183,1.2849142456,1.2849142456,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,64.5999984741211
1646846543.35715,4.56746888160706,3.166272049,2.1012442017,1.2868480682,1.2868480682,1.2868480682,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,64.1999969482422
1646846543.39007,4.6003897190094,3.165806427,2.1014776611,1.2872994232,1.2872994232,1.2872994232,0.890737414360046,0,0,0.890737414360046,-0.134089484810829,0,39.2000007629395
1646846543.45735,4.66766977310181,3.1638622284,1.2848260498,2.1004543304,1.2848260498,1.2848260498,0.843856453895569,0,0,0.843856453895569,0,0,31.1000003814697
1646846543.49102,4.70134377479553,3.1633330536,1.2866885376,2.100201416,1.2866885376,1.2866885376,0.890737414360046,0,0,0.890737414360046,0.134089484810829,0,36.9000015258789
1646846543.55752,4.76784467697144,3.1622928619,2.1034672546,1.2887961578,1.2887961578,1.2887961578,0.890737414360046,0,0,0.890737414360046,0.268178969621658,0,64.6999969482422
1646846543.59223,4.80255174636841,3.1639750671,1.2866729736,2.1066215515,1.2866729736,1.2866729736,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,65.0999984741211
1646846543.66606,4.876384973526,3.1625691223,1.2869933319,2.1081377411,1.2869933319,1.2869933319,1.82746279239655,-0.057136114686728,0,1.82835578918457,0.938626408576965,-1.79078471660614,63.5
1646846543.68992,4.90023994445801,3.163574295,1.2877261353,2.0987812042,1.2877261353,1.2877261353,1.82746279239655,-0.057136114686728,0,1.82835578918457,0.938626408576965,-1.79078471660614,63.5
1646846543.75767,4.96799087524414,3.1615989685,1.2898493195,0.9257926178,0.9257926178,0.9257926178,1.82835566997528,0,0,1.82835566997528,0.938626408576965,0,28.5
1646846543.79076,5.00108480453491,3.1628713226,1.2852722168,2.1066526794,1.2852722168,1.2852722168,1.96803677082062,-0.061531201004982,0,1.96899843215942,0.938626408576965,-1.79078471660614,27.7000007629395
1646846543.85759,5.06791377067566,3.1632435608,1.2876496124,2.1008058167,1.2876496124,1.2876496124,1.96899843215942,0,0,1.96899843215942,1.07271587848663,0,59.5
1646846543.89246,5.10277891159058,3.1641735077,0.9824104309,1.2883331299,0.9824104309,0.9824104309,1.96803677082062,-0.061531201004982,0,1.96899843215942,0.938626408576965,-1.79078471660614,32.2000007629395
1646846543.95733,5.16765022277832,3.1653044891,1.2864589691,3.409746933,1.2864589691,1.2864589691,2.0617527961731,-0.064461261034012,0,2.0627601146698,0.938626408576965,-1.79078471660614,34.7999992370605
1646846543.99022,5.20054435729981,3.1672875977,1.1098066711,1.284318924,1.1098066711,1.1098066711,2.0617527961731,-0.064461261034012,0,2.0627601146698,0.938626408576965,-1.79078471660614,34.7999992370605
1646846544.05842,5.26874017715454,3.1671747589,1.1193421936,3.407099762,1.1193421936,1.1193421936,2.10861086845398,-0.065926291048527,0,2.10964131355286,0.804536938667297,-1.79078471660614,51.9000015258789
1646846544.09182,5.30214476585388,3.1685638428,3.4088312531,2.1061870575,2.1061870575,1.1193421936,1.2165207862854,-0.07618148624897,0,1.21890377998352,0.536357939243317,-3.58332180976868,50.7999992370606
1646846544.15761,5.36793351173401,3.1660541534,2.1035230255,1.2866807556,1.2866807556,1.2866807556,1.26331007480621,-0.079111546278,0,1.265784740448,0.536357939243317,-3.58332180976868,44.9000015258789
1646846544.19014,5.40046691894531,3.1652331543,1.2908908081,2.1100676727,1.2908908081,1.2908908081,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,45
1646846544.25726,5.46758246421814,3.1650061798,1.288277359,2.1100222778,1.288277359,1.288277359,1.31009936332703,-0.08204160630703,0,1.31266570091248,0.402268469333649,-3.58332180976868,44.4000015258789
1646846544.29063,5.50095343589783,3.1648246002,2.1103102112,1.2906729126,1.2906729126,1.2906729126,1.31009936332703,-0.08204160630703,0,1.31266570091248,0.268178969621658,-3.58332180976868,43.2000007629395
1646846544.32433,5.53465509414673,3.1651306915,1.2924848175,2.109960022,1.2924848175,1.2924848175,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,36.7999992370605
1646846544.39064,5.60096335411072,3.1653874969,1.2871022797,2.100659256,1.2871022797,1.2871022797,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,30.8999996185303
1646846544.45961,5.66992974281311,3.1653874969,2.101979599,1.2872397614,1.2872397614,1.2872397614,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,31
1646846544.49521,5.70553398132324,3.1661566162,1.2883188629,2.1078329468,1.2883188629,1.2883188629,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,30.7999992370605
1646846544.55724,5.76755881309509,3.1671008301,1.2861087799,2.1001806641,1.2861087799,1.2861087799,1.31009936332703,-0.08204160630703,0,1.31266570091248,-0.268178969621658,-3.58332180976868,31
1646846544.59195,5.80227637290955,3.1656183624,1.2861139679,3.4076678467,1.2861139679,1.2861139679,1.31009936332703,-0.08204160630703,0,1.31266570091248,-0.268178969621658,-3.58332180976868,31
1646846544.65758,5.8678994178772,3.1667558289,1.2852838898,1.0822013855,1.0822013855,1.0822013855,1.17145049571991,-0.03662571683526,0,1.17202293872833,-0.268178969621658,-1.79078471660614,34.7999992370605
1646846544.69065,5.90097260475159,3.1654510498,3.4080115509,1.0673066711,1.0673066711,1.0673066711,1.12459242343903,-0.035160686820746,0,1.12514197826386,-0.268178969621658,-1.79078471660614,45.7999992370606
1646846544.72582,5.93614816665649,3.1640827179,1.146161499,1.2839453888,1.146161499,1.146161499,0.039637077599764,0.084971658885479,0,0.093761831521988,0,64.9921646118164,47.0999984741211
1646846544.79694,6.00726246833801,3.1654705048,2.0991871643,3.407098465,2.0991871643,1.146161499,1.12459242343903,-0.035160686820746,0,1.12514197826386,-0.402268469333649,-1.79078471660614,52.2000007629395
1646846544.85763,6.06795382499695,3.1668038177,1.1146483612,1.2902124786,1.1146483612,1.1146483612,1.07773435115814,-0.033695656806231,0,1.07826089859009,-0.402268469333649,-1.79078471660614,53.7999992370605
1646846544.89012,6.10044813156128,3.1696014404,1.0192373657,1.2830284119,1.0192373657,1.0192373657,1.07773435115814,-0.033695656806231,0,1.07826089859009,-0.402268469333649,-1.79078471660614,54.9000015258789
1646846544.95915,6.16947746276856,3.1652655792,2.0983648682,1.290038681,1.290038681,1.290038681,1.03087639808655,-0.032230630517006,0,1.0313800573349,-0.536357939243317,-1.79078471660614,58.0999984741211
1646846544.99008,6.2004029750824,3.1668323517,1.289617157,2.1045022583,1.289617157,1.289617157,1.03087639808655,-0.032230630517006,0,1.0313800573349,-0.536357939243317,-1.79078471660614,60.7000007629395
1646846545.06369,6.27400898933411,3.1641748047,1.0517816162,2.1051909637,1.0517816162,1.0517816162,0.984499216079712,0,0,0.984499216079712,-0.402268469333649,0,60.5
1646846545.09026,6.30058574676514,3.1629711914,2.1067227173,1.2849765015,1.2849765015,1.2849765015,0.984018385410309,-0.030765600502491,0,0.984499216079712,-0.402268469333649,-1.79078471660614,61.0999984741211
1646846545.1562,6.36652183532715,3.1646949005,0.9281272125,1.2901593018,0.9281272125,0.9281272125,0.937618315219879,0,0,0.937618315219879,-0.402268469333649,0,61.5
1646846545.18952,6.39983868598938,3.1664406586,2.1003129578,1.2862371826,1.2862371826,1.2862371826,0.937618315219879,0,0,0.937618315219879,-0.402268469333649,0,61.5
1646846545.25676,6.46707987785339,3.1651657104,1.2885406494,2.1104230499,1.2885406494,1.2885406494,0.937618315219879,0,0,0.937618315219879,-0.268178969621658,0,61.7000007629395
1646846545.28975,6.50007581710815,3.1643460083,1.2863020325,2.1004024506,1.2863020325,1.2863020325,0.890302419662476,-0.027835544198752,0,0.890737473964691,-0.268178969621658,-1.79078471660614,63.5999984741211
1646846545.35677,6.56709671020508,3.1638375854,1.2872319794,2.1096474457,1.2872319794,1.2872319794,0.890737414360046,0,0,0.890737414360046,-0.134089484810829,0,39.2999992370605
1646846545.39254,6.60286521911621,3.1643939972,2.0991352844,1.2891904449,1.2891904449,1.2891904449,0.890737414360046,0,0,0.890737414360046,-0.134089484810829,0,39.7000007629394
1646846545.45799,6.66831636428833,3.1637117767,1.2841970062,2.1000483704,1.2841970062,1.2841970062,0.880060434341431,-0.909782767295837,0,1.265784740448,0,-45.9513702392578,39.5
1646846545.4917,6.7020275592804,3.164920578,1.2867300415,2.1004673004,1.2867300415,1.2867300415,0.890737414360046,0,0,0.890737414360046,0,0,23.2999992370605
1646846545.55934,6.76966261863709,3.1632604218,2.0984932709,1.2896936798,1.2896936798,1.2896936798,0.890302419662476,-0.027835544198752,0,0.890737473964691,0.134089484810829,-1.79078471660614,39.9000015258789
1646846545.59016,6.80048584938049,3.1623654938,2.1027253723,0.9751537323,0.9751537323,0.9751537323,0.890737414360046,0,0,0.890737414360046,0.268178969621658,0,62.0999984741211
1646846545.65788,6.86820030212402,3.1640671539,2.1126837158,1.2869142151,1.2869142151,1.2869142151,2.39092659950256,0,0,2.39092659950256,0.670447409152985,0,61.5
1646846545.69069,6.90101742744446,3.1615211487,1.2884381866,2.0997215271,1.2884381866,1.2884381866,1.87523663043976,0,0,1.87523663043976,0.804536938667297,0,23.3999996185303
1646846545.75689,6.96721410751343,3.1629128265,2.1054607391,1.2837236023,1.2837236023,1.2837236023,1.96803677082062,-0.061531201004982,0,1.96899843215942,0.804536938667297,-1.79078471660614,32
1646846545.79047,7.00079464912415,3.1620373535,1.0287638092,2.1018810272,1.0287638092,1.0287638092,1.92211759090424,0,0,1.92211759090424,0.938626408576965,0,26.7000007629395
1646846545.85948,7.06980800628662,3.1635327911,1.2876223755,2.1069665527,1.2876223755,1.2876223755,1.96803677082062,-0.061531201004982,0,1.96899843215942,0.938626408576965,-1.79078471660614,26.8999996185303
1646846545.89181,7.10213780403137,3.1623654938,0.9791095734,1.2874252319,0.9791095734,0.9791095734,1.96803677082062,-0.061531201004982,0,1.96899843215942,0.938626408576965,-1.79078471660614,59.5
1646846545.95774,7.16806530952454,3.1642098236,3.4105990601,1.2883824158,1.2883824158,1.2883824158,2.01489472389221,-0.062996231019497,0,2.0158793926239,0.804536938667297,-1.79078471660614,35.5
1646846545.99107,7.2013943195343,3.1642111206,1.0143710327,1.2870140839,1.0143710327,1.0143710327,2.0617527961731,-0.064461261034012,0,2.0627601146698,0.804536938667297,-1.79078471660614,33
1646846546.05932,7.26964735984802,3.1641722107,1.1159842682,1.2850465393,1.1159842682,1.1159842682,2.10964131355286,0,0,2.10964131355286,0.804536938667297,0,24.5
