rospy.Time.now, bestX, msg.x, msg.y, msg.z, msg.range, msg.velocity, msg.bearing, msg.intensity
1646738477451685905,0.9994646454,1.0506823062896729,0.09893719851970673,0.0,1.0553301572799683,0.0,5.379378318786621,48.599998474121094
1646738477520290851,0.9988913727,1.053267002105713,-0.06595813482999802,0.0,1.0553301572799683,0.0,-3.5833218097686768,46.0
1646738477587811231,0.9986060333,1.0470528602600098,0.13191626965999603,0.0,1.0553300380706787,0.0,7.180756092071533,45.29999923706055
1646738477650776863,0.9983349609,1.0423680543899536,-0.16489534080028534,0.0,1.0553300380706787,0.0,-8.989299774169922,44.5
1646738477709404230,0.9971326447,1.029771089553833,-0.23085346817970276,0.0,1.0553301572799683,0.0,-12.635624885559082,46.0
1646738477784326076,0.9969316101,1.029771089553833,-0.23085346817970276,0.0,1.0553301572799683,0.0,-12.635624885559082,46.099998474121094
1646738477851009368,0.996975708,1.029771089553833,-0.23085346817970276,0.0,1.0553301572799683,0.0,-12.635624885559082,46.79999923706055
1646738477911092996,0.9979756927,0.04423847049474716,0.038475580513477325,0.0,0.05862945318222046,0.0,41.014503479003906,44.5
1646738477917582750,0.9979756927,1.0553301572799683,-0.0,0.0,1.0553301572799683,0.0,-0.0,44.5
1646738477984760999,0.9980236816,0.028383862227201462,0.0513007715344429,0.0,0.05862945318222046,0.0,61.04497146606445,46.70000076293945
1646738477990800857,0.9980236816,1.0423680543899536,-0.16489534080028534,0.0,1.0553300380706787,0.0,-8.989299774169922,46.70000076293945
1646738478053675174,0.997851181,1.0548146963119507,-0.03297906741499901,0.0,1.0553301572799683,0.0,-1.7907847166061401,44.29999923706055
1646738478061039209,0.997851181,1.0423680543899536,-0.16489534080028534,0.0,1.0553300380706787,0.0,-8.989299774169922,44.29999923706055
1646738478183159112,0.998289566,1.0506823062896729,0.09893719851970673,0.0,1.0553301572799683,0.0,5.379378318786621,47.5
1646738478192217111,0.998289566,1.029771089553833,0.23085346817970276,0.0,1.0553301572799683,0.0,12.635624885559082,47.5
1646738478250578880,0.9993582916,1.029771089553833,0.23085346817970276,0.0,1.0553301572799683,0.0,12.635624885559082,45.0
1646738478256288528,0.9993582916,1.0506823062896729,0.09893719851970673,0.0,1.0553301572799683,0.0,5.379378318786621,45.0
1646738478310156822,1.0010651398,1.0366134643554688,0.19787439703941345,0.0,1.0553301572799683,0.0,10.806922912597656,48.099998474121094
1646738478314157247,1.0010651398,1.0127313137054443,0.29681161046028137,0.0,1.0553301572799683,0.0,16.334821701049805,48.099998474121094
